"time","date","hour","premise","offense","beat","block","street","type","suffix","number","month","day","location","address","lon","lat"
"30/03/10 04:00","3/29/2010",23,"18A","auto theft","6B40","1400-1499","gulf bank","rd","W",1,"march","monday","apartment parking lot","1450 gulf bank rd",-95.425822,29.886915
"22/03/10 05:00","3/22/2010",0,"20R","auto theft","5F20","8600-8699","sonneville","dr","-",1,"march","monday","residence / house","8650 sonneville dr",-95.505343,29.824764
"16/05/10 00:00","5/15/2010",19,"18P","auto theft","1A20","800-899","allen","pkwy","-",1,"may","saturday","commercial parking lot / garage"," 850 allen pkwy",-95.2393491,29.6973143
"15/06/10 06:00","6/15/2010",1,"20D","auto theft","20G60","14500-14599","still meadow","dr","-",1,"june","tuesday","driveway","14550 still meadow dr",-95.6015776,29.782644
"20/01/10 01:00","1/19/2010",19,"18A","auto theft","6B30","3500-3599","little york","rd","W",1,"january","tuesday","apartment parking lot","3550 little york rd",-95.3340261,29.8710063
"04/01/10 22:00","01/04/10",16,"18P","auto theft","7C50","3300-3399","greens","rd","-",1,"january","monday","commercial parking lot / garage","3350 greens rd",-95.3359275,29.9514075
"06/03/10 07:00","03/06/10",1,"18O","auto theft","1A30","2200-2299","welch","","-",1,"march","saturday",NA,"2250 welch",-95.4151051,29.7482924
"29/03/10 21:00","3/29/2010",16,"20D","auto theft","14D10","6100-6199","goforth","st","-",1,"march","monday","driveway","6150 goforth st",-95.3527934,29.6977197
"15/06/10 03:00","6/14/2010",22,"18T","auto theft","10H40","3800-3899","southwest freeway travis","","-",1,"june","monday","strip business center parking lot","3850 southwest freeway travis",-95.3605824,29.7655722
"06/04/10 05:00","04/06/10",0,"20D","auto theft","19G10","10100-10199","glengate","ln","-",1,"april","tuesday","driveway","10150 glengate ln",-95.5550348,29.6816157
"31/05/10 08:00","5/31/2010",3,"18A","auto theft","12D20","11400-11499","beamer","rd","-",1,"may","monday","apartment parking lot","11450 beamer rd",-95.2285904,29.601756
"02/03/10 19:00","03/02/10",13,"18T","auto theft","20G80","13100-13199","westheimer","rd","-",1,"march","tuesday","strip business center parking lot","13150 westheimer rd",-95.6206294,29.7360288
"18/08/10 04:00","8/17/2010",23,"20D","auto theft","19G40","12300-12399","newbrook","dr","-",1,"august","tuesday","driveway","12350 newbrook dr",-95.597205,29.684959
"22/07/10 03:00","7/21/2010",22,"250","auto theft","1A10","1200-1299","travis","st","-",1,"july","wednesday","other / unknown","1250 travis st",-95.3674428,29.7554486
"02/03/10 18:00","03/02/10",12,"18P","auto theft","18F50","7200-7299","southwest","fwy","-",1,"march","tuesday","commercial parking lot / garage","7250 southwest fwy",-95.515503,29.70334
"07/05/10 11:00","05/07/10",6,"20D","auto theft","7C30","7900-7999","eastex","fwy","-",1,"may","friday","driveway","7950 eastex fwy",-95.3342611,29.8327002
"07/08/10 02:00","08/06/10",21,"18A","auto theft","19G10","9900-9999","club creek","dr","-",1,"august","friday","apartment parking lot","9950 club creek dr",-95.550454,29.683659
"08/02/10 02:00","02/07/10",20,"20D","auto theft","14D30","5700-5799","flamingo","dr","-",1,"february","sunday","driveway","5750 flamingo dr",-95.333798,29.660659
"04/01/10 14:00","01/04/10",8,"20D","auto theft","14D40","11000-11099","long gate","dr","-",1,"january","monday","driveway","11050 long gate dr",-95.3660908,29.63933
"12/08/10 20:00","08/12/10",15,"18T","auto theft","6B60","200-299","greens","rd","-",1,"august","thursday","strip business center parking lot"," 250 greens rd",-95.4199142,29.9491858
"21/06/10 01:00","6/20/2010",20,"18O","auto theft","10H40","2300-2399","fannin","","-",1,"june","sunday",NA,"2350 fannin",-95.3721941,29.746184
"22/07/10 23:00","7/22/2010",18,"18A","auto theft","18F50","3700-3799","gessner","dr","S",1,"july","thursday","apartment parking lot","3750 gessner dr",-95.5392636,29.7269083
"10/07/10 04:00","07/09/10",23,"20D","auto theft","18F50","9600-9699","richmond","ave","-",1,"july","friday","driveway","9650 richmond ave",-95.537893,29.728124
"27/05/10 17:00","5/27/2010",12,"18U","auto theft","13D20","8200-8299","broadway","st","-",1,"may","thursday","mall parking lot","8250 broadway st",-95.2773043,29.673664
"07/04/10 19:00","04/07/10",14,"18A","auto theft","13D20","8700-8799","broadway","st","-",1,"april","wednesday","apartment parking lot","8750 broadway st",-95.277657,29.662289
"31/03/10 10:00","3/31/2010",5,"18C","auto theft","9C30","5300-5399","mccarty","","N",1,"march","wednesday","convenience store parking lot","5350 mccarty",-95.2607745,29.809308
"31/07/10 05:00","7/31/2010",0,"18A","auto theft","6B10","300-399","little york","rd","-",1,"july","saturday","apartment parking lot"," 350 little york rd",-95.3812823,29.870059
"05/06/10 18:00","06/05/10",13,"18A","auto theft","18F30","2700-2799","briargrove","dr","-",1,"june","saturday","apartment parking lot","2750 briargrove dr",-95.4952404,29.7370954
"20/01/10 18:00","1/20/2010",12,"20D","auto theft","7C20","3000-3099","amboy","st","-",1,"january","wednesday","driveway","3050 amboy st",-95.3248868,29.788946
"04/06/10 00:00","06/03/10",19,"18R","auto theft","18F30","6000-6099","richmond","ave","-",1,"june","thursday","restaurant / cafeteria parking lot","6050 richmond ave",-95.4856251,29.7317204
"04/05/10 18:00","05/04/10",13,"18T","auto theft","13D10","3300-3399","telephone","rd","-",2,"may","tuesday","strip business center parking lot","3350 telephone rd",-95.3156142,29.7120711
"07/07/10 03:00","07/06/10",22,"18A","auto theft","6B10","100-199","parker","rd","-",1,"july","tuesday","apartment parking lot"," 150 parker rd",-95.3772332,29.8593713
"15/05/10 14:00","5/15/2010",9,"18A","auto theft","19G50","11600-11699","bellfort","st","W",1,"may","saturday","apartment parking lot","11650 bellfort st",-95.581977,29.658932
"24/03/10 21:00","3/24/2010",16,"11P","auto theft","12D60","15500-15599","pensgate","","-",1,"march","wednesday","police station","15550 pensgate",-95.137856,29.56546
"14/08/10 22:00","8/14/2010",17,"13R","auto theft","10H30","2100-2199","rusk","","-",1,"august","saturday","road / street / sidewalk","2150 rusk",-95.3538713,29.7524725
"12/02/10 05:00","02/11/10",23,"13R","auto theft","19G20","11800-11899","dashwood","dr","-",1,"february","thursday","road / street / sidewalk","11850 dashwood dr",-95.5863398,29.7062891
"06/02/10 20:00","02/06/10",14,"18R","auto theft","6B40","7700-7799","veterans memorial","dr","-",1,"february","saturday","restaurant / cafeteria parking lot","7750 veterans memorial dr",-95.4191252,29.8851009
"13/08/10 02:00","08/12/10",21,"20D","auto theft","1,70E+21","8000-8099","burning hills","","-",1,"august","thursday","driveway","8050 burning hills",-95.5196386,29.6691031
"26/07/10 06:00","7/26/2010",1,"18A","auto theft","19G10","8000-8099","boone","rd","-",1,"july","monday","apartment parking lot","8050 boone rd",-95.5746947,29.6906556
"18/08/10 20:00","8/18/2010",15,"18A","auto theft","20G30","2600-2699","kirkwood","dr","S",1,"august","wednesday","apartment parking lot","2650 kirkwood dr",-95.5354951,29.6107154
"10/05/10 15:00","05/10/10",10,"18P","auto theft","18F30","1100-1199","augusta","dr","-",1,"may","monday","commercial parking lot / garage","1150 augusta dr",-95.4827333,29.7557957
"07/08/10 08:00","08/07/10",3,"18A","auto theft","11H30","8400-8499","winkler","dr","-",1,"august","saturday","apartment parking lot","8450 winkler dr",-95.2423655,29.6701678
"23/02/10 07:00","2/23/2010",1,"20D","auto theft","19G20","12200-12299","sela","ln","-",1,"february","tuesday","driveway","12250 sela ln",-95.5954382,29.6949378
"15/08/10 02:00","8/14/2010",21,"18G","auto theft","1A50","5100-5199","buffalo speedway","","-",1,"august","saturday","grocery / supermarket parking lot","5150 buffalo speedway",-95.429763,29.726608
"17/05/10 03:00","5/16/2010",22,"13R","auto theft","10H30","600-699","st emanuel","","-",1,"may","sunday","road / street / sidewalk"," 650 st emanuel",-95.3534153,29.7538981
"06/04/10 13:00","04/06/10",8,"18P","auto theft","1A10","800-899","franklin","st","-",1,"april","tuesday","commercial parking lot / garage"," 850 franklin st",-95.3611509,29.7635932
"19/04/10 02:00","4/18/2010",21,"18A","auto theft","13D40","10200-10299","telephone","rd","-",1,"april","sunday","apartment parking lot","10250 telephone rd",-95.2853132,29.6181716
"09/05/10 02:00","05/08/10",21,"20D","auto theft","1,60E+41","16000-16099","broadridge","rd","-",1,"may","saturday","driveway","16050 broadridge rd",-95.450497,29.586972
"29/04/10 09:00","4/29/2010",4,"18A","auto theft","8C50","9000-9099","sterlingshire","st","-",1,"april","thursday","apartment parking lot","9050 sterlingshire st",-95.2588581,29.8542542
"06/06/10 12:00","06/06/10",7,"20D","auto theft","1,60E+21","3200-3299","ripplebrook","dr","-",1,"june","sunday","driveway","3250 ripplebrook dr",-95.4252298,29.6263854
"28/05/10 07:00","5/28/2010",2,"18A","auto theft","5F40","8300-8399","willow place","dr","N",1,"may","friday","apartment parking lot","8350 willow place dr",-95.5555775,29.9620006
"05/01/10 00:00","01/04/10",18,"20D","auto theft","1,60E+21","14000-14099","wrigley","","-",1,"january","monday","driveway","14050 wrigley",-95.4438614,29.6220396
"02/04/10 18:00","04/02/10",13,"18P","auto theft","3B10","12500-12599","northwest","fwy","-",1,"april","friday","commercial parking lot / garage","12550 northwest fwy",-95.4977574,29.8447123
"30/01/10 19:00","1/30/2010",13,"24P","auto theft","7C40","3800-3899","little york","rd","-",1,"january","saturday","pawn / resale shop / flea market","3850 little york rd",-95.3308815,29.8705623
"03/04/10 17:00","04/03/10",12,"18O","auto theft","18F20","5100-5199","richmond","ave","-",1,"april","saturday",NA,"5150 richmond ave",-95.4654101,29.7317366
"03/06/10 16:00","06/03/10",11,"18O","auto theft","18F40","6400-6499","san felipe","st","-",1,"june","thursday",NA,"6450 san felipe st",-95.496879,29.7500649
"25/03/10 17:00","3/25/2010",12,"05X","auto theft","1,70E+21","6500-6599","bissonnet","st","-",1,"march","thursday","vehicle / auto sales / lease / auto parts store","6550 bissonnet st",-95.4973598,29.6926813
"18/05/10 17:00","5/18/2010",12,"18P","auto theft","1,50E+31","4800-4899","gasmer","dr","-",1,"may","tuesday","commercial parking lot / garage","4850 gasmer dr",-95.460605,29.651895
"19/04/10 05:00","4/19/2010",0,"18A","auto theft","12D70","500-599","barringer","ln","-",1,"april","monday","apartment parking lot"," 550 barringer ln",-95.1469583,29.5653592
"08/02/10 06:00","02/08/10",0,"18A","auto theft","19G10","10000-10099","club creek","dr","-",1,"february","monday","apartment parking lot","10050 club creek dr",-95.5514895,29.684357
"23/07/10 05:00","7/23/2010",0,"18A","auto theft","1A20","1200-1299","jackson","blvd","-",1,"july","friday","apartment parking lot","1250 jackson blvd",-95.395568,29.7488977
"11/05/10 04:00","05/10/10",23,"20D","auto theft","1,50E+21","5800-5899","southminster","dr","-",1,"may","monday","driveway","5850 southminster dr",-95.491399,29.639419
"17/06/10 19:00","6/17/2010",14,"13R","auto theft","6B20","5500-5599","cortlandt","st","-",1,"june","thursday","road / street / sidewalk","5550 cortlandt st",-95.3976501,29.8471276
"07/02/10 19:00","02/07/10",13,"18A","auto theft","10H20","4900-4999","polk","","-",1,"february","sunday","apartment parking lot","4950 polk",-95.3269399,29.736003
"27/02/10 23:00","2/27/2010",17,"20D","auto theft","12D40","12300-12399","ryewater","dr","-",1,"february","saturday","driveway","12350 ryewater dr",-95.1918995,29.5866695
"01/02/10 20:00","02/01/10",14,"18A","auto theft","10H60","5500-5599","live oak","","-",1,"february","monday","apartment parking lot","5550 live oak",-95.3752491,29.7161991
"28/06/10 06:00","6/28/2010",1,"13R","auto theft","10H50","3000-3099","tierwester","","-",1,"june","monday","road / street / sidewalk","3050 tierwester",-95.3538547,29.7309672
"07/07/10 06:00","07/07/10",1,"20D","auto theft","1,70E+31","9200-9299","rentur","dr","-",1,"july","wednesday","driveway","9250 rentur dr",-95.5407229,29.6636663
"27/01/10 18:00","1/27/2010",12,"13R","auto theft","6B60","800-899","greens","rd","-",1,"january","wednesday","road / street / sidewalk"," 850 greens rd",-95.3951581,29.9505382
"01/05/10 02:00","4/30/2010",21,"13S","auto theft","6B40","8200-8299","north","fwy ser","W",1,"april","friday","freeway service road","8250 north fwy ser",-95.3323708,29.8636316
"13/07/10 03:00","07/12/10",22,"20D","auto theft","10H20","4300-4399","bell","st","-",1,"july","monday","driveway","4350 bell st",-95.3357264,29.737129
"29/07/10 10:00","7/29/2010",5,"18O","auto theft","1,70E+11","5300-5399","chimney rock","rd","-",1,"july","thursday",NA,"5350 chimney rock rd",-95.4766146,29.7237123
"22/02/10 03:00","2/21/2010",21,"20D","auto theft","11H30","8100-8199","barkley","dr","-",1,"february","sunday","driveway","8150 barkley dr",-95.2614603,29.6791535
"10/05/10 23:00","05/10/10",18,"18T","auto theft","13D10","3300-3399","telephone","rd","-",1,"may","monday","strip business center parking lot","3350 telephone rd",-95.3156142,29.7120711
"13/06/10 02:00","06/12/10",21,"18O","auto theft","18F40","2900-2999","dunvale","rd","-",1,"june","saturday",NA,"2950 dunvale rd",-95.5141759,29.7339264
"23/08/10 15:00","8/23/2010",10,"18P","auto theft","6B60","1500-1599","greens","rd","-",1,"august","monday","commercial parking lot / garage","1550 greens rd",-95.3670841,29.9514436
"12/07/10 04:00","07/11/10",23,"18A","auto theft","12D10","9800-9899","hollock","","-",1,"july","sunday","apartment parking lot","9850 hollock",-95.2420684,29.6379862
"23/06/10 12:00","6/23/2010",7,"13R","auto theft","18F60","8800-8899","neff","","-",1,"june","wednesday","road / street / sidewalk","8850 neff",-95.5406497,29.7014641
"10/01/10 03:00","01/09/10",21,"18A","auto theft","18F50","7200-7299","bellerive","dr","-",1,"january","saturday","apartment parking lot","7250 bellerive dr",-95.5115097,29.713108
"25/04/10 08:00","4/25/2010",3,"20D","auto theft","1,50E+31","4400-4499","sanford","rd","-",1,"april","sunday","driveway","4450 sanford rd",-95.452059,29.6578207
"12/07/10 13:00","07/12/10",8,"20D","auto theft","1,60E+31","5600-5699","amaranth meadow","ln","-",1,"july","monday","driveway","5650 amaranth meadow ln",-95.4676568,29.63784
"09/06/10 03:00","06/08/10",22,"18A","auto theft","14D20","4700-4799","wenda","","-",1,"june","tuesday","apartment parking lot","4750 wenda",-95.3540295,29.6526174
"13/07/10 23:00","7/13/2010",18,"18A","auto theft","6B60","16800-16899","imperial valley","dr","-",1,"july","tuesday","apartment parking lot","16850 imperial valley dr",-95.3957479,29.944327
"22/04/10 01:00","4/21/2010",20,"13R","auto theft","14D10","4900-4999","martin luther king","blvd","-",1,"april","wednesday","road / street / sidewalk","4950 martin luther king blvd",-95.3354101,29.7070647
"23/04/10 04:00","4/22/2010",23,"20G","auto theft","20G60","14700-14799","barryknoll","ln","-",1,"april","thursday","garage / carport","14750 barryknoll ln",-95.6088878,29.7810783
"05/03/10 05:00","03/04/10",23,"13R","auto theft","12D60","15500-15599","baybrook","dr","-",1,"march","thursday","road / street / sidewalk","15550 baybrook dr",-95.1268931,29.5718965
"30/08/10 23:00","8/30/2010",18,"18A","auto theft","1,60E+31","12400-12499","ormandy","","-",1,"august","monday","apartment parking lot","12450 ormandy",-95.5056564,29.639085
"07/04/10 03:00","04/06/10",22,"18A","auto theft","6B60","12800-12899","northborough","dr","-",1,"april","tuesday","apartment parking lot","12850 northborough dr",-95.4231065,29.9549192
"20/01/10 12:00","1/20/2010",6,"18A","auto theft","20G10","9300-9399","town park","dr","-",1,"january","wednesday","apartment parking lot","9350 town park dr",-95.5477392,29.7121687
"10/07/10 23:00","07/10/10",18,"18O","auto theft","6B10","5400-5499","north","fwy","-",1,"july","saturday",NA,"5450 north fwy",-95.411952,29.925541
"05/07/10 02:00","07/04/10",21,"20D","auto theft","6B10","600-699","charles","rd","-",1,"july","sunday","driveway"," 650 charles rd",-95.368201,29.8623711
"08/03/10 05:00","03/07/10",23,"18N","auto theft","3B10","800-899","northwest mall","","-",1,"march","sunday","bar / night club parking lot"," 850 northwest mall",-95.6581263,29.7269204
"31/05/10 09:00","5/31/2010",4,"20A","auto theft","1,50E+41","2500-2599","westridge","st","-",1,"may","monday","apartment","2550 westridge st",-95.4182189,29.6821908
"04/05/10 19:00","05/04/10",14,"18O","auto theft","4F20","4900-4999","westway park","blvd","-",1,"may","tuesday",NA,"4950 westway park blvd",-95.5588941,29.8363999
"31/03/10 07:00","3/31/2010",2,"20D","auto theft","2A30","700-799","arlington","st","-",1,"march","wednesday","driveway"," 750 arlington st",-95.3940895,29.7849876
"15/02/10 04:00","2/14/2010",22,"20D","auto theft","2A30","500-599","27th","st","W",1,"february","sunday","driveway"," 550 27th st",-95.392565,29.8114216
"04/07/10 10:00","07/04/10",5,"18O","auto theft","10H70","5200-5299","almeda","rd","-",1,"july","sunday",NA,"5250 almeda rd",-95.3788846,29.7225085
"17/01/10 01:00","1/16/2010",19,"20D","auto theft","6B30","8700-8799","roaring point","dr","-",1,"january","saturday","driveway","8750 roaring point dr",-95.4628603,29.880596
"30/04/10 21:00","4/30/2010",16,"18O","auto theft","19G50","9800-9899","bissonnet","st","-",1,"april","friday",NA,"9850 bissonnet st",-95.5523102,29.6752347
"30/07/10 04:00","7/29/2010",23,"18A","auto theft","20G40","2300-2399","hayes","rd","-",1,"july","thursday","apartment parking lot","2350 hayes rd",-95.5762807,29.742298
"03/07/10 05:00","07/03/10",0,"18A","auto theft","19G10","7500-7599","corporate","dr","-",1,"july","saturday","apartment parking lot","7550 corporate dr",-95.5522426,29.6983644
"06/03/10 05:00","03/05/10",23,"13R","auto theft","1,70E+21","8400-8499","wednesbury","ln","-",1,"march","friday","road / street / sidewalk","8450 wednesbury ln",-95.526009,29.6869653
"14/03/10 00:00","3/13/2010",18,"18M","auto theft","6B40","9000-9099","north","fwy","-",1,"march","saturday","hotel / motel parking lot","9050 north fwy",-95.411952,29.925541
"20/03/10 04:00","3/19/2010",23,"18P","auto theft","19G50","9800-9899","bissonnet","st","-",1,"march","friday","commercial parking lot / garage","9850 bissonnet st",-95.5523102,29.6752347
"01/05/10 07:00","05/01/10",2,"250","auto theft","3B10","5600-5699","creekmont","dr","-",1,"may","saturday","other / unknown","5650 creekmont dr",-95.4731774,29.8422998
"19/05/10 23:00","5/19/2010",18,"18A","auto theft","6B50","0-99","goodson","dr","-",1,"may","wednesday","apartment parking lot","  50 goodson dr",-95.4071007,29.925129
"07/02/10 04:00","02/06/10",22,"18A","auto theft","3B30","1300-1399","althea","dr","-",1,"february","saturday","apartment parking lot","1350 althea dr",-95.434431,29.8253463
"12/06/10 23:00","06/12/10",18,"18O","auto theft","12D20","11800-11899","south sam houston","pkwy","E",1,"june","saturday",NA,"11850 south sam houston pkwy",-95.2117676,29.6017974
"20/07/10 19:00","7/20/2010",14,"18A","auto theft","19G10","10600-10699","beechnut","st","-",1,"july","tuesday","apartment parking lot","10650 beechnut st",-95.5678557,29.6889504
"07/03/10 05:00","03/06/10",23,"18A","auto theft","18F40","2700-2799","rolido","dr","-",1,"march","saturday","apartment parking lot","2750 rolido dr",-95.5156956,29.7351221
"12/03/10 14:00","03/12/10",8,"18A","auto theft","1,70E+11","6200-6299","gulfton","","-",1,"march","friday","apartment parking lot","6250 gulfton",-95.4918887,29.7164179
"06/04/10 06:00","04/06/10",1,"20D","auto theft","9C40","900-999","oakstone","","-",1,"april","tuesday","driveway"," 950 oakstone",-95.189215,29.777181
"03/03/10 23:00","03/03/10",17,"18P","auto theft","1A30","3500-3599","woodhead","","-",1,"march","wednesday","commercial parking lot / garage","3550 woodhead",-95.4045743,29.740329
"22/05/10 22:00","5/22/2010",17,"18A","auto theft","18F40","1200-1299","winrock","blvd","-",1,"may","saturday","apartment parking lot","1250 winrock blvd",-95.496664,29.7546311
"13/07/10 14:00","7/13/2010",9,"20D","auto theft","8C10","8500-8599","bertwood","st","-",1,"july","tuesday","driveway","8550 bertwood st",-95.309646,29.8385312
"17/04/10 08:00","4/17/2010",3,"20D","auto theft","3B10","6400-6499","feldspar","","-",1,"april","saturday","driveway","6450 feldspar",-95.4860095,29.8288519
"06/01/10 15:00","01/06/10",9,"18O","auto theft","9C40","1500-1599","miles","","-",1,"january","wednesday",NA,"1550 miles",-95.1967628,29.7625987
"22/03/10 04:00","3/21/2010",23,"18A","auto theft","19G50","11600-11699","bellfort","st","W",1,"march","sunday","apartment parking lot","11650 bellfort st",-95.581977,29.658932
"04/08/10 22:00","08/04/10",17,"18A","auto theft","20G10","10000-10099","westpark","","-",1,"august","wednesday","apartment parking lot","10050 westpark",-95.5421558,29.7231467
"28/02/10 20:00","2/28/2010",14,"18O","auto theft","20G60","17700-17799","katy","fwy","-",1,"february","sunday",NA,"17750 katy fwy",-95.686302,29.786704
"12/07/10 00:00","07/11/10",19,"20D","auto theft","1,60E+41","6500-6599","ridgecreek","dr","W",1,"july","sunday","driveway","6550 ridgecreek dr",-95.480481,29.5993408
"09/04/10 02:00","04/08/10",21,"20D","auto theft","13D20","6200-6299","belarbor","st","-",1,"april","thursday","driveway","6250 belarbor st",-95.3160474,29.6656573
"12/07/10 19:00","07/12/10",14,"18O","auto theft","18F20","5100-5199","woodway","dr","-",1,"july","monday",NA,"5150 woodway dr",-95.4667419,29.7625122
"19/08/10 07:00","8/19/2010",2,"18A","auto theft","18F20","1100-1199","post oak","blvd","-",1,"august","thursday","apartment parking lot","1150 post oak blvd",-95.4611076,29.7511988
"25/08/10 18:00","8/25/2010",13,"13R","auto theft","20G10","10100-10199","westpark","","-",1,"august","wednesday","road / street / sidewalk","10150 westpark",-95.5464404,29.7229859
"16/07/10 01:00","7/15/2010",20,"20D","auto theft","8C50","9700-9799","galaxy","","-",2,"july","thursday","driveway","9750 galaxy",-95.284065,29.854969
"28/04/10 18:00","4/28/2010",13,"18T","auto theft","12D10","9800-9899","rowlett","","-",2,"april","wednesday","strip business center parking lot","9850 rowlett",-95.2340999,29.6264487
"13/06/10 02:00","06/12/10",21,"18N","auto theft","6B50","100-199","dyna","dr","W",1,"june","saturday","bar / night club parking lot"," 150 dyna dr",-95.4065548,29.9223899
"08/01/10 17:00","01/08/10",11,"20D","auto theft","19G40","10300-10399","huntington place","dr","-",1,"january","friday","driveway","10350 huntington place dr",-95.6022419,29.6698107
"09/05/10 21:00","05/09/10",16,"18U","auto theft","18F20","5100-5199","hidalgo","","-",1,"may","sunday","mall parking lot","5150 hidalgo",-95.465355,29.735651
"15/07/10 02:00","7/14/2010",21,"18C","auto theft","1,50E+41","9200-9299","main","st","-",1,"july","wednesday","convenience store parking lot","9250 main st",-95.4219004,29.6850228
"05/07/10 03:00","07/04/10",22,"18R","auto theft","1,70E+41","6700-6799","bellfort","st","W",1,"july","sunday","restaurant / cafeteria parking lot","6750 bellfort st",-95.5083759,29.6560888
"06/05/10 03:00","05/05/10",22,"20D","auto theft","19G40","12800-12899","club","ln","-",1,"may","wednesday","driveway","12850 club ln",-95.6129833,29.666648
"21/01/10 03:00","1/20/2010",21,"18A","auto theft","3B10","4200-4299","lockfield","","-",1,"january","wednesday","apartment parking lot","4250 lockfield",-95.4874916,29.8316135
"15/02/10 06:00","2/15/2010",0,"20D","auto theft","6B30","7200-7299","log view","dr","-",1,"february","monday","driveway","7250 log view dr",-95.5002688,29.8898351
"11/05/10 09:00","05/11/10",4,"18A","auto theft","20G80","14900-14999","richmond","ave","-",1,"may","tuesday","apartment parking lot","14950 richmond ave",-95.6527091,29.7321254
"05/05/10 11:00","05/05/10",6,"13R","auto theft","5F30","9600-9699","wingfoot","rd","W",1,"may","wednesday","road / street / sidewalk","9650 wingfoot rd",-95.5304598,29.8402393
"29/06/10 03:00","6/28/2010",22,"20D","auto theft","8C10","8900-8999","lanewood","","-",1,"june","monday","driveway","8950 lanewood",-95.3045728,29.8429254
"23/01/10 02:00","1/22/2010",20,"18A","auto theft","10H60","3500-3599","dixie","dr","-",1,"january","friday","apartment parking lot","3550 dixie dr",-95.3664656,29.7032151
"26/08/10 21:00","8/26/2010",16,"18T","auto theft","11H20","6900-6999","gulf","fwy","-",1,"august","thursday","strip business center parking lot","6950 gulf fwy",-95.2888525,29.6958646
"02/07/10 17:00","07/02/10",12,"18N","auto theft","11H50","3500-3599","richey","","S",1,"july","friday","bar / night club parking lot","3550 richey",-95.2390674,29.6705375
"21/03/10 03:00","3/20/2010",22,"18N","auto theft","1A20","2600-2699","stanford","","-",1,"march","saturday","bar / night club parking lot","2650 stanford",-95.3888854,29.7458292
"30/05/10 08:00","5/30/2010",3,"18O","auto theft","3B10","1800-1899","northwest mall","","-",1,"may","sunday",NA,"1850 northwest mall",-95.1528995,29.5429505
"02/03/10 04:00","03/01/10",22,"18A","auto theft","19G10","7700-7799","corporate","dr","-",1,"march","monday","apartment parking lot","7750 corporate dr",-95.5521627,29.6949487
"03/05/10 06:00","05/03/10",1,"20D","auto theft","11H20","7800-7899","hemlock","st","-",1,"may","monday","driveway","7850 hemlock st",-95.2810483,29.7114274
"15/07/10 17:00","7/15/2010",12,"100","auto theft","8C30","7700-7799","queen","","-",1,"july","thursday","field / woods","7750 queen",-95.2863899,29.8203206
"17/07/10 18:00","7/17/2010",13,"18A","auto theft","18F40","9400-9499","westheimer","rd","-",1,"july","saturday","apartment parking lot","9450 westheimer rd",-95.529811,29.737726
"13/05/10 04:00","05/12/10",23,"18O","auto theft","2A40","1100-1199","sawyer","","-",1,"may","wednesday",NA,"1150 sawyer",-95.3827332,29.7694519
"16/01/10 01:00","1/15/2010",19,"18O","auto theft","10H70","4700-4799","crawford","st","-",1,"january","friday",NA,"4750 crawford st",-95.3798432,29.7285415
"21/05/10 21:00","5/21/2010",16,"20D","auto theft","3B10","5800-5899","golden forest","","-",1,"may","friday","driveway","5850 golden forest",-95.4753115,29.8429088
"16/02/10 03:00","2/15/2010",21,"18A","auto theft","18F50","7500-7599","bellerive","dr","-",1,"february","monday","apartment parking lot","7550 bellerive dr",-95.5169184,29.7130437
"02/05/10 04:00","05/01/10",23,"20D","auto theft","14D20","4800-4899","teton","","-",1,"may","saturday","driveway","4850 teton",-95.280659,30.1029487
"14/01/10 06:00","1/14/2010",0,"20D","auto theft","13D20","7600-7699","dixie","dr","-",1,"january","thursday","driveway","7650 dixie dr",-95.287567,29.681635
"18/01/10 03:00","1/17/2010",21,"18A","auto theft","3B10","3800-3899","sherwood","ln","-",1,"january","sunday","apartment parking lot","3850 sherwood ln",-95.4468863,29.8141432
"15/06/10 20:00","6/15/2010",15,"18A","auto theft","8C10","9600-9699","homestead","rd","-",1,"june","tuesday","apartment parking lot","9650 homestead rd",-95.3008867,29.8509305
"31/07/10 09:00","7/31/2010",4,"18R","auto theft","18F50","5800-5899","hillcroft","","-",1,"july","saturday","restaurant / cafeteria parking lot","5850 hillcroft",-95.5011073,29.7200931
"14/02/10 04:00","2/13/2010",22,"18A","auto theft","19G10","8500-8599","wilcrest","dr","-",1,"february","saturday","apartment parking lot","8550 wilcrest dr",-95.5696232,29.6843247
"20/04/10 11:00","4/20/2010",6,"13R","auto theft","19G40","11900-11999","plumbrook","dr","-",1,"april","tuesday","road / street / sidewalk","11950 plumbrook dr",-95.5896245,29.6683633
"13/05/10 03:00","05/12/10",22,"18A","auto theft","1A10","1500-1599","san jacinto","","-",1,"may","wednesday","apartment parking lot","1550 san jacinto",-95.3666705,29.7515677
"25/06/10 04:00","6/24/2010",23,"18A","auto theft","13D20","8400-8499","broadway","st","-",1,"june","thursday","apartment parking lot","8450 broadway st",-95.2771578,29.6690672
"25/04/10 18:00","4/25/2010",13,"18W","auto theft","20G30","10500-10599","westheimer","rd","-",1,"april","sunday","church / synagogue / temple parking lot","10550 westheimer rd",-95.5581122,29.7368535
"29/03/10 02:00","3/28/2010",21,"250","auto theft","5F40","17100-17199","tomball","pkwy","-",1,"march","sunday","other / unknown","17150 tomball pkwy",-95.5533897,29.9653316
"26/03/10 22:00","3/26/2010",17,"05S","auto theft","1,50E+41","8400-8499","kirby","dr","-",1,"march","friday","stadium / sports arena / race track","8450 kirby dr",-95.4126282,29.689525
